id,razao_social,cnpj_8,municipio,codigo_ibge,natureza_juridica,latitude,longitude,distancia_km,raio_flag,is_target_200km,match_status,match_detail
1765,FUNDACAO MUNICIPAL DE CULTURA DE JOACABA,01.710.248,JOACABA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1766,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CACADOR,01.717.087,CACADOR,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1767,FUNDACAO MUNICIPAL DE ESPORTES,01.729.333,CORUPA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1768,FORUM MUNICIPAL EM DEFESA DA ESCOLA PUBLICA,01.773.627,CHAPECO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1769,ITAPOA FUNDACAO MUNICIPAL DE SAUDE,01.838.285,ITAPOA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1770,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,01.840.231,BALNEARIO ARROIO DO SILVA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1771,CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL DE TAIO,01.899.049,TAIO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1772,APP DA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PEDRA DE AMOLAR BAIXO,01.914.460,CORUPA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1773,ESCOLA MUNCIPAL GUILHERME HAUFFE JUNIOR,01.931.241,CORUPA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1774,ESCOLA MUNICIPAL BARAO DO RIO BRANCO,01.931.244,CORUPA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1775,CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL,01.943.621,TAIO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1776,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,01.991.631,ANITAPOLIS,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1777,CHAPADAO DO LAGEADO CAMARA MUNICIPAL DE VEREADORES,02.030.843,CHAPADAO DO LAGEADO,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1778,IMASP - INSTITUTO MUNICIPAL DE ASSISTENCIA E PREVIDENCIA DE PARAISO/SC,02.042.392,PARAISO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1779,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE SAO BENTO DO SUL,02.180.700,SAO BENTO DO SUL,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1780,INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE IPUACU,02.246.419,IPUACU,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1781,FUNDACAO MUNICIPAL DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL,02.299.772,SAO JOSE,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1782,AUTARQUIA MUNICIPAL VARGEAO PREVI,02.309.692,VARGEAO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1783,CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA AMEOSC - CIS/AMEOSC,02.311.972,SAO MIGUEL DO OESTE,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1784,CONSELHO MUNICIPAL DE SAUDE - CMS,02.315.585,CRICIUMA,,Órgão Público Autônomo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1785,CAMARA MUNICIPAL DE VEREADORES DE UNIAO DO OESTE,02.323.196,UNIAO DO OESTE,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1786,FUNDACAO MUNICIPAL DE ESPORTES DE SAO JOSE,02.361.033,SAO JOSE,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1787,FUNDACAO CULTURAL DE ITAJAI,02.362.976,ITAJAI,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1788,CONSORCIO INTERMUNICIPAL QUIRIRI,02.375.463,SAO BENTO DO SUL,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1789,INSTITUTO MUNICIPAL DE PREVIDENCIA E ASSISTENCIA SOCIAL DOS SERVIDORES PUBLICOS MUNICIPAIS,02.390.926,PORTO UNIAO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1790,FUNDACAO MUNICIPAL DE DESPORTOS DO MUNICIPIO DE SAO BENTO DO SUL,02.406.542,SAO BENTO DO SUL,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1791,FUNDACAO HOSPITALAR LINDOIA DO SUL,02.445.148,LINDOIA DO SUL,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1792,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE ITAPOA - IPESI,02.482.294,ITAPOA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1793,SECRETARIA MUNICIPAL DE EDUCACAO DE ITAPOA - SC,02.482.295,ITAPOA,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1794,CONSORCIO INTERFEDERATIVO DE SAUDE DA AMUREL - CISAMUREL/SC,02.715.882,ARMAZEM,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1795,ASSOC. DE FOMENTO EMPRESARIAL DE SAO BENTO DO SUL-SERRA ALTA,02.737.479,SAO BENTO DO SUL,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1796,CAMARA DE VEREADORES DE SAO CARLOS,02.889.252,SAO CARLOS,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1797,CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,02.893.580,ITAIOPOLIS,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1798,CAMARA MUNICIPAL DE VEREADORES DE CUNHA PORA,03.028.880,CUNHA PORA,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1799,MITRA DIOCESANA DE CACADOR,03.046.180,CACADOR,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1800,CAMARA MUNICIPAL DE VEREADORES DE TUNAPOLIS,03.063.493,TUNAPOLIS,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1801,FUNDACAO HOSPITALAR MUNICIPAL MOISES DIAS,03.086.218,TIMBO GRANDE,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1802,CONSORCIO INTERMUNICIPAL DO MEDIO VALE DO ITAJAI,03.111.139,TIMBO,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1803,ASSOCIACAO DOS ACADEMICOS DE IOMERE,03.125.315,IOMERE,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1804,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO ITAPOCU - CISVI,03.178.236,JARAGUA DO SUL,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1805,CONSELHO MUNICIPAL DA MULHER,03.230.061,CRICIUMA,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1806,CLUBE DE MAES SANTA RITA DE CASSIA,03.249.964,ARMAZEM,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1807,CLUBE DE MAES RAIO DE LUZ,03.249.973,ARMAZEM,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1808,CONSELHO MUNICIPAL DE DESENVOLVIMENTO AGROPECUARIO E PESCA D,03.283.229,SAO JOSE,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1809,AUTARQUIA VARGEAO ASSIMED,03.369.757,VARGEAO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1810,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE CONCORDIA,03.383.321,CONCORDIA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1811,CONS. INTERM. DE DESENV. ECON. SOCIAL E MEIO AMB.,03.455.536,CHAPECO,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1812,FUNDACAO INTERMUNICIPAL DE ENSINO PROFISSIONALIZANTE DO PLAN,03.514.626,SAO JOAQUIM,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1813,CAMARA MUNICIPAL DE VEREADORES DE TREZE TILIAS,03.539.865,TREZE TILIAS,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1814,CAMARA DE VEREADORES DE CUNHATAI,03.581.082,CUNHATAI,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1815,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE ANITAPOLIS,03.686.296,ANITAPOLIS,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1816,INST. DE PREV. SOCIAL DOS SERV. PUBLICOS DO MUNICIPIO DE AGUAS MORNAS - IPAM,03.697.237,AGUAS MORNAS,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1817,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE SAO PEDRO DE ALCANTARA,03.699.965,SAO PEDRO DE ALCANTARA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1818,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES DE ANTONIO CARLOS,03.721.066,ANTONIO CARLOS,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1819,FUNDACAO DE EVENTOS CHAPECO - FEC,03.731.045,CHAPECO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1820,INSTITUTO ITAJAI SUSTENTAVEL - INIS,03.842.931,ITAJAI,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1821,CONSORCIO INTERFEDERATIVO DE SAUDE DA REGIAO DO CONTESTADO  CISAMURC,03.887.256,IRINEOPOLIS,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1822,FUNDACAO DE CULTURA E TURISMO DE TIMBO - FCT,03.918.310,TIMBO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1823,FUNDACAO MUNICIPAL DE DEFESA DO MEIO AMBIENTE,04.050.313,CONCORDIA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1824,CAMARA MUNICIPAL DE IPUACU,04.150.804,IPUACU,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1825,CAMARA MUNICIPAL DE VEREADORES DE SAO MARTINHO,04.248.853,SAO MARTINHO,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1826,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS MUNICIPAIS DE CACADOR - IPASC,04.272.905,CACADOR,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1827,DEPARTAMENTO DE TRANSPORTE E TRANSITO DE PALHOCA,04.308.210,PALHOCA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1828,CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL - C.M.A.S.,04.402.810,BALNEARIO DE PICARRAS,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1829,CONSELHO MUNICIPAL DE SAUDE - CMS,04.402.818,BALNEARIO DE PICARRAS,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1830,CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE DE PICARRAS - COMDICAPI,04.402.843,BALNEARIO DE PICARRAS,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1831,ESCOLA ISOLADA MUNICIPAL NAMIR ALVES FIGUEIREDO,04.403.496,OTACILIO COSTA,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1832,ESCOLA DE EDUCAO INFANTIL FAVO DE MEL,04.403.506,OTACILIO COSTA,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1833,NUCLEO MUNICIPAL PADRE MANOEL DA NOBREGA,04.403.538,OTACILIO COSTA,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1834,CAMARA MUNICIPAL DE VEREADORES DE AGUA DOCE - SC,04.405.472,AGUA DOCE,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1835,FUNDACAO ITAJAIENSE DE TURISMO,04.514.985,ITAJAI,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1836,CAMARA MUNICIPAL DE VARGEAO,04.532.979,VARGEAO,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1837,CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DO ALTO URUGUAI CATARINENSE,04.536.794,CONCORDIA,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1838,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE SAO JOAO BATISTA - IPRESJB,04.545.243,SAO JOAO BATISTA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1839,CONSELHO DA COMUNIDADE DO VALE DO ARARANGUA,04.555.847,ARARANGUA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1840,FUNDACAO CULTURAL DE ITA,04.602.468,ITA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1841,CAMARA MUNICIPAL DE SAO LUDGERO,04.628.523,SAO LUDGERO,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1842,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DE PALHOCA,04.816.835,PALHOCA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1843,CAMARA MUNICIPAL DE VEREADORES DE ROMELANDIA,04.828.184,ROMELANDIA,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1844,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE BIGUACU,04.902.325,BIGUACU,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1845,INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE CAMBORIU,04.924.921,CAMBORIU,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1846,EMPRESA MUNICIPAL DE HABITACAO DE SAO BENTO DO SUL,04.927.953,SAO BENTO DO SUL,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1847,CAMARA DE VEREADORES DE TIMBO GRANDE,04.961.189,TIMBO GRANDE,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1848,INSTITUTO DE PREVIDENCIA DE ITAJAI,04.984.818,ITAJAI,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1849,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO DE SANGAO,04.986.184,SANGAO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1850,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE BALNEARIO BARRA DO SUL,05.018.753,BALNEARIO BARRA DO SUL,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1851,INSTITUTO DE PREVIDENCIA MUNICIPAL DE SAO CRISTOVAO DO SUL,05.026.870,SAO CRISTOVAO DO SUL,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1852,FUNDACAO MUNICIPAL DE ESPORTES DE CACADOR - FMEC,05.137.218,CACADOR,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1853,INSTITUTO MUNICIPAL DE SEGURIDADE SOCIAL DOS SERVIDORES PUBLICOS DE CRICIUMA - CRICIUMAPREV,05.140.677,CRICIUMA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1854,FUNDACAO MUNICIPAL DE ESPORTES,05.209.893,ICARA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1855,INSTITUTO DE PREVIDENCIA DOS SERVIDORES DE ICARA,05.243.165,ICARA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1856,FUNDACAO MUNICIPAL DO MEIO AMBIENTE,05.272.451,ICARA,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1857,SERVICO AUTONOMO MUNICIPAL DE AGUAS E ESGOTO,05.278.562,TIMBO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1858,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE TAIO,05.287.617,TAIO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1859,INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE JOACABA - IMPRES,05.298.824,JOACABA,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1860,"SERVICO MUNICIPAL DE AGUA, SANEAMENTO BASICO E INFRA-ESTRUTURA",05.472.936,ITAJAI,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1861,INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE ITAIOPOLIS - IPMI,05.478.139,ITAIOPOLIS,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1862,FUNDACAO CULTURAL DE CHAPECO - FCC,05.478.190,CHAPECO,,Fundação Pública de Direito Público Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1863,CAMARA MUNICIPAL DE VEREADORES DE LEBON REGIS,05.753.341,LEBON REGIS,,Órgão Público do Poder Legislativo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1864,SAO JOSE PREVIDENCIA,05.774.805,SAO JOSE,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1865,CONSORCIO INTERMUNICIPAL DE GERENCIAMENTO AMBIENTAL,05.871.732,CHAPECO,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1866,CONSELHO MUNICIPAL DE EDUCACAO,06.070.990,SAO LUDGERO,,Autarquia Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1867,"PREFEITURA MUNICIPAL DE CAMPO ERE - SEC.MUN.DE EDUCACAO,CULTURA E ESPORTES",06.072.696,CAMPO ERE,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1868,SECRETARIA MUNICIPAL DE EDUCACAO DE ITAJAI,06.074.431,ITAJAI,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1869,SECRETARIA DE EDUCACAO E CULTURA,06.075.177,BALNEARIO GAIVOTA,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1870,SECRETARIA MUNICIPAL DE EDUCACAO CULTURA E ESPORTES,06.076.141,TUBARAO,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1871,SECRETARIA MUNICIPAL DE EDUCACAO DE BALNEARIO CAMBORIU,06.077.000,BALNEARIO CAMBORIU,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1872,"SECRETARIA MUNICIPAL DE EDUCACAO , CULTURA E ESPORTE",06.078.160,CAPAO ALTO,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1873,SECRETARIA MUNICIPAL DE EDUCACAO DO MUNICIPIO DE PICARRAS/SC,06.080.954,BALNEARIO DE PICARRAS,,Órgão Público do Poder Executivo Municipal,N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
1874,CONSORCIO INTERMUNICIPAL DE ABRIGO PARA CRIANCA E ADOLECENTE - CIACA,06.081.945,BRACO DO NORTE,,Consórcio Público de Direito Público (Associação Pública),N/D,N/D,N/D,NÃO,False,MISSED_GEOGRAPHY,Fora do raio de 200km conforme planilha original
