ranking,outreach_status,prioridade_abordagem,score_fornecedor,cnpj,razao_social,nome_fantasia,sede_municipio,sede_uf,sul_priority,cnae,situacao_cadastral,porte_cadastral,qtd_contratos_candidatos,orgaos_contratantes,valor_total_portfolio_analisado,melhor_contrato_id,melhor_orgao,melhor_classificacao,argumento_comercial,mensagem_abordagem,proxima_acao,riscos,email,telefone,site,contato_verificavel
73,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,26.39,00000000000191,BANCO DO BRASIL S A,DIRECAO GERAL,BRASILIA,DF,False,6422100,Ativa,,1,FUC - URBANIZAÇÃO DE CURITIBA S/A - URBS,8524497.78,14682109000160-2-000004/2024,FUC - URBANIZAÇÃO DE CURITIBA S/A - URBS,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
74,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,25.92,04613668000165,LA VIAGENS E TURISMO LTDA,TRAVEL & TOURS,BRASILIA,DF,False,7911200 - Agências de viagens,ATIVA,,1,TCEPR - Tribunal do Contas do Estado do Paraná,6997165.0,77996312000121-2-000066/2024,TCEPR - Tribunal do Contas do Estado do Paraná,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
75,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,25.55,00360305000104,CAIXA ECONOMICA FEDERAL,CEF MATRIZ,BRASILIA,DF,False,6423900,Ativa,,4,Encargos Gerais do Município | MUNICÍPIO DE PASSO FUNDO | PMSP - SECRETARIA MUNICIPAL DE LICENCIAMENTO | SMAP/SMF - SMAP/SMF,115957221.39,76417005000186-2-000006/2024,SMAP/SMF - SMAP/SMF,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
76,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,23.08,12203244000150,CONSTRUTORA IPANEMA DO TOCANTINS,,Araguaína,TO,False,,,,2,SECRETARIA MUNICIPAL DA INFRAESTRUTURA | SECRETARIA MUNICIPAL DE INFRA ESTRUTURA,63602000.0,17387437000122-2-000013/2024,SECRETARIA MUNICIPAL DA INFRAESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
77,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,22.94,00779059000120,CONSTRUTORA LUIZ COSTA LTDA,CLC - CONSTRUTORA LUIZ COSTA,MOSSORO,RN,True,4212000,Ativa,,22,DEPARTAMENTO DE ESTRADAS DE RODAGEM | DEPARTAMENTO NACIONAL INFRAEST.DE TRANSPORTES | DER - Departamento de Estradas de Rodagem do Estado do Paraná | DIRETORIA DA PRESIDÊNCIA | ERN - SECRETARA DE ESTADO DA INFRAESTRUTURA | Prefeitura | SECRETARIA DE ESTADO DA INFRAESTRUTURA RN | SUP. REG. DO DNIT NO ESTADO DE MINAS GERAIS | SUP. REG. DO DNIT NO ESTADO DO MARANHÃO | SUP. REG. DO DNIT NOS ESTADOS DE GOIAS E DF | Secretaria de Estado da Infraestrutura e Mobilidade,4021855589.3099995,11554474000100-2-000005/2026,DIRETORIA DA PRESIDÊNCIA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
78,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,22.63,07689002000855,EMBRAER S.A.,,CAMPINAS,SP,False,3299099 - Fabricação de produtos diversos não especificados anteriormente,ATIVA,,1,CENTRO TECNOLOGICO DO EXERCITO/RJ,43412082.99,00394452000103-2-022055/2023,CENTRO TECNOLOGICO DO EXERCITO/RJ,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
79,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,21.16,61381943000104,CONSTRUTORA CONTINENTAL DE SAO PAULO LTDA,CONSTRUTORA CONTINENTAL DE SAO PAULO,SANTA MARIA,RS,True,4211101 - Construção de rodovias e ferrovias,ATIVA,,6,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM | PREFEITURA MUNICIPAL DE CRUZ ALTA - RS | PREFEITURA MUNICIPAL DE SANTA MARIA/RS,125501978.85999998,92883834000100-2-000057/2025,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
80,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,21.09,10715077000100,ARKO CONSTRUÇÕES LTDA,,João Pessoa,PB,False,,,,6,PREFEITURA MUNICIPAL DE CONDE-PB | PREFEITURA MUNICIPAL DE JOAO PESSOA - PB | Secretaria de Planejamento da Prefeitura Municipal de João Pessoa,78680930.85,08778326000156-2-000001/2024,Secretaria de Planejamento da Prefeitura Municipal de João Pessoa,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
81,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,21.06,17161464000182,CIMCOP S/A ENGENHARIA E CONSTRUCOES,,Belo Horizonte,MG,False,,,,3,DER/DI/GAO - COMPRAS | DER/DM/GMR,120572750.3,17309790000194-2-000093/2024,DER/DM/GMR,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
82,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,21.05,06699043000193,PROJEPOWER - CONSTRUCOES E EMPREENDIMENTOS LTDA,,Florianópolis,SC,True,,,,1,TRIBUNAL DE JUSTIÇA DO EST. DE SANTA CATARINA,16501704.54,83845701000159-2-000002/2023,TRIBUNAL DE JUSTIÇA DO EST. DE SANTA CATARINA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
83,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,20.58,03430585000178,ENDEAL ENGENHARIA E CONSTRUÇÕES LTDA,,Palhoça,SC,True,,,,1,Fundo Municipal de Saúde,118876086.76,12092636000190-2-000005/2024,Fundo Municipal de Saúde,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
84,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.58,04746603000198,OESTE CONSTRUTORA LTDA,,Cuiabá,MT,False,,,,3,PREFEITURA MUNICIPAL DE CAMPOS DE JULIO | SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,159849685.01999998,03507415002279-2-000006/2025,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
85,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.4,01848660000190,CORDENG EMPREENDIMENTOS E CONSTRUCOES LTDA,,Macapá,AP,False,,,,3,SECRETARIA DE ESTADO DA INFRA-ESTRUTURA,59244877.11,11762179000130-2-000001/2026,SECRETARIA DE ESTADO DA INFRA-ESTRUTURA ,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
86,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,20.37,19368227000112,RGS ENGENHARIA S.A.,RGS,PORTO ALEGRE,RS,True,4211101 - Construção de rodovias e ferrovias,ATIVA,,9,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM | MUNICÍPIO DE MAXIMILIANO DE ALMEIDA - RS | SMOI - GABINETE DO SECRETARIO,245516971.09000003,92883834000100-2-000012/2024,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
87,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.37,53368393000157,CONSORCIO AMAPA,,Macapá,AP,False,,,,1,SECRETARIA DE ESTADO DA INFRA-ESTRUTURA,130416547.3,11762179000130-2-000019/2025,SECRETARIA DE ESTADO DA INFRA-ESTRUTURA ,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
88,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.32,56943390000198,CONSÓRCIO SINAL MT,,Cuiabá,MT,False,,,,3,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,112942432.55,03507415002279-2-000055/2024,SECRETARIA DE ESTADO DE INFRA-ESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
89,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.3,21681150000188,CONSTRUTORA TERRAYAMA LIMITADA,,Belo Horizonte,MG,False,,,,2,DER/DM/GMR | SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA,58459258.92999999,17309790000194-2-000124/2024,DER/DM/GMR,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
90,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.22,25708348000169,SEISAN ENGENHARIA E CONSTRUCOES LTDA,,Belo Horizonte,MG,False,,,,1,DER/DM/GMR,47556790.26,17309790000194-2-000129/2024,DER/DM/GMR,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
91,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.18,01744153000106,PAVIDEZ ENGENHARIA LTDA,,Belo Horizonte,MG,False,,,,8,DEPARTAMENTO DE ASSUNTOS RURAIS | DER/DI/GAO - COMPRAS | DER/DM/GMR | MUNICIPIO DE IBIÁ/MG,166581737.69,17309790000194-2-000122/2024,DER/DM/GMR,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
92,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.18,19256565000162,HWN ENGENHARIA LTDA,,BELO HORIZONTE,MG,False,4211101 - Construção de rodovias e ferrovias,ATIVA,,26,DER/DI/GAO - COMPRAS | DER/DM/GMR | SUP. REG. DO DNIT NO EST.DO RIO GRANDE DO SUL | SUP. REG. DO DNIT NO ESTADO DE MINAS GERAIS | SUP. REG. DO DNIT NO ESTADO DO MARANHÃO | SUP. REG. DO DNIT NO ESTADO DO PARANA | SUP. REG. DO DNIT NO ESTADO DO PIAUI | SUP. REG. DO DNIT NO ESTADO DO TOCANTINS | SUPERINTENDÊNCIA REGIONAL DO DNIT - GO | SUPERINTENDÊNCIA REGIONAL DO DNIT - MG,974386622.2899998,17309790000194-2-000125/2024,DER/DM/GMR,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
93,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.18,78134194000105,HORIZONTE CONSTRUTORA LTDA,,Belo Horizonte,MG,False,,,,2,DER/DM/GMR | SUP. REG. DO DNIT NO ESTADO DE MINAS GERAIS,109610192.22,17309790000194-2-000126/2024,DER/DM/GMR,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
94,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,20.17,27097119000180,C S MAGON CONSTRUTORA LTDA,GLOCON SOLUCOES EM ENGENHARIA,CAMBIRA,PR,True,4120400 - Construção de edifícios,ATIVA,,4,FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional | FUNDO MUNICIPAL DE SAÚDE | TRIBUNAL DE JUSTIÇA DO EST. DE SANTA CATARINA,69135971.19,01613765000160-2-000067/2024,FUNDO MUNICIPAL DE SAÚDE,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
95,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.16,22026959000139,LOMAE MAQUINAS E EMPREENDIMENTOS LTDA,,Belo Horizonte,MG,False,,,,3,DER/DM/GMR,148909885.32,17309790000194-2-000121/2024,DER/DM/GMR,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
96,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.16,25955246000148,IPE ENGENHARIA LTDA,,Belo Horizonte,MG,False,,,,1,DER/DM/GMR,49131721.25,17309790000194-2-000130/2024,DER/DM/GMR,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
97,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.11,19758779000137,ETHOS ENGENHARIA DE INFRAESTRUTURA S/A,,BELO HORIZONTE,MG,False,4211101 - Construção de rodovias e ferrovias,ATIVA,,16,DER - Departamento de Estradas de Rodagem do Estado do Paraná | DER/DM/GMR | SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA | SUP. REG. DO DNIT NO ESTADO DE MINAS GERAIS | SUP. REG. DO DNIT NO ESTADO DE SANTA CATARINA | SUP. REG. DO DNIT NO ESTADO DO MARANHÃO | SUP. REG. DO DNIT NO ESTADO DO PARANA | SUP. REG. DO DNIT NO ESTADO DO TOCANTINS | SUP. REG. DO DNIT NOS ESTADOS DE GOIAS E DF | SUPERINTENDÊNCIA REGIONAL DO DNIT - BA | SUPERINTENDÊNCIA REGIONAL DO DNIT - PA | SUPERINTENDêNCIA REGIONAL NO ESTADO DO PARA,1007206804.17,17309790000194-2-000127/2024,DER/DM/GMR,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
98,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,20.11,66418765000154,CONSTRUTORA CENTRO LESTE ENGENHARIA LTDA,,BELO HORIZONTE,MG,False,4211101 - Construção de rodovias e ferrovias,ATIVA,,10,DER/DI/GAO - COMPRAS | DER/DM/GMR | SUP. REG. DO DNIT NO ESTADO DE MINAS GERAIS | SUP. REGIONAL DO DNIT NO ESTADO DA BAHIA,409458784.32,17309790000194-2-000128/2024,DER/DM/GMR,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
99,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,20.0,57155076000103,CONSORCIO - ITAX SUDOESTE,,Curitiba,PR,True,,,,1,DER - Departamento de Estradas de Rodagem do Estado do Paraná,90850000.0,76669324000189-2-000080/2024,DER - Departamento de Estradas de Rodagem do Estado do Paraná,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
